date,Lancaster,Santa Clarita,Reseda,Glendora,LA Main,Long Beach,Long Beach 710
2020-12-01-00,14.754044590507903,15.71624440386852,17.32874932734114,18.951191307374078,18.063365005259925,17.843368318442117,17.937147332687285
2020-12-01-01,19.556852136904034,27.20186209628534,23.83825552282091,26.536168214475936,25.059827070732663,24.69400082807358,24.849943287561594
2020-12-01-02,20.587048827410857,17.614151132860783,17.81854911038587,16.07398784153325,17.0286397792904,17.265195356513857,17.164357706787865
2020-12-01-03,23.68778568426375,20.26109440782988,21.8312623446117,20.66138008196936,21.301558440230036,21.460189827309293,21.392569285728335
2020-12-01-04,9.239286246040384,5.392648493480312,7.250852037518323,5.997846561477704,6.683511276772695,6.853413841354951,6.780988682345871
2020-12-01-05,14.086556762334993,13.829861027635648,13.80319267365126,13.62463169672164,13.7223431303509,13.74655528943142,13.736234259400641
2020-12-01-06,10.256463403020048,6.471266453059557,7.97896525345567,6.543807056696616,7.329148665492722,7.523750415343898,7.4407966193781325
2020-12-01-07,7.701000374517757,6.088059063162726,7.613059795271081,7.5576443196722325,7.587968557695106,7.595482676030441,7.592279597745026
2020-12-01-08,14.092997378375703,11.233523083754505,14.708581433102434,15.096489762294372,14.88422009613425,14.831621267786922,14.854042815784815
2020-12-01-09,10.52161296289335,8.305658448504905,10.086795654395898,9.812796913934928,9.96273342415914,9.999886564817178,9.984049122183741
2020-12-01-10,14.154028346141873,12.496444845699873,11.846402405539283,10.392259277325067,11.187989745443822,11.38516577657655,11.301114629716707
2020-12-01-11,4.02435056878176,3.9733112847564502,4.32562847916389,4.515477793715499,4.411589200488985,4.385846387673492,4.396819896614262
2020-12-01-12,4.419743972690269,1.6201924232737173,3.660849344376362,3.182634314208526,3.444321257146663,3.5091653153737976,3.481523936095967
2020-12-01-13,10.87371862269045,10.055453330409904,11.718925301005726,12.25152959426132,11.960079973263694,11.887860947040771,11.91864608833947
2020-12-01-14,6.869375544263822,3.681500634741064,5.654492727263447,4.888938193990473,5.307861926676847,5.41166807997608,5.367418146625733
2020-12-01-15,12.387592107106611,10.9466225695129,12.501589154278228,12.573424030054511,12.534114832617451,12.524374308849431,12.52852644736756
2020-12-01-16,19.457247413401326,20.59557960795297,22.23877536438878,23.991546333330124,23.032401915865876,22.79473313592608,22.896045315768433
2020-12-01-17,26.149324961471812,19.121671677651037,23.766786675585017,22.265437771860675,23.08699999829521,23.290576945046922,23.203797250018027
2020-12-01-18,25.255835518020245,17.43632992532351,24.742848805747975,24.419591864754693,24.596483253221457,24.64031561017757,24.621630986845986
2020-12-01-19,11.097464093451745,10.563794347580153,10.832013826466408,10.664741187158775,10.756275461190786,10.77895696653633,10.769288415415541
2020-12-01-20,5.954633444162335,6.7299057930025485,5.058942359242487,4.49452547814311,4.803383458005719,4.879916144754483,4.8472921992548965
2020-12-01-21,5.262504681471958,5.864418387407614,4.163247440888507,3.4705539959029075,3.8496069711888365,3.9435334503805013,3.903494971812828
2020-12-01-22,18.87365680436574,18.384904121855552,21.189425391194877,22.648699581964543,21.85016131402885,21.652289531198413,21.736637259380974
2020-12-01-23,7.7696471841117,5.809151466353201,7.996012749209626,8.138656288251106,8.060599453340373,8.041257556143869,8.049502516915581
2020-12-02-00,26.265273196522717,18.870018373404633,25.16683022056192,24.47464988183187,24.853422077136102,24.947278981158,24.907270160722597
2020-12-02-01,26.30680092228414,23.536098750601113,25.220571915663157,24.53608817076628,24.910648666345114,25.00346194282044,24.963897994369123
2020-12-02-02,30.166172721370394,27.109775506180657,28.744466690215805,27.848583168034423,28.338825016070892,28.46030326249212,28.408520163544587
2020-12-02-03,15.733152240101413,13.684459143495697,14.772319985369213,14.166854603826245,14.498174982224313,14.580273682554811,14.545277086473435
2020-12-02-04,13.494051449035151,10.304527293865753,10.109967677283436,7.9774980792388765,9.144419683156151,9.433574088726935,9.310314891003046
2020-12-02-05,12.335556387817235,11.246301864056704,12.14013287838018,12.016987377049407,12.084374572655793,12.10107261340098,12.093954661655616
2020-12-02-06,15.941233298934208,15.891293512006655,17.688645179150566,18.789771203549897,18.187217362836115,18.037909048506258,18.10155540036272
2020-12-02-07,10.439627826395986,10.800213803637462,10.863045430176278,11.12986068305962,10.983855092579113,10.947676004297882,10.963098233079503
2020-12-02-08,5.244195391142107,7.823378432806802,5.021901149157453,4.881823141393699,4.958476076395964,4.977470097743613,4.96937342763326
2020-12-02-09,8.21374172558373,9.247246609340362,7.982490572749879,7.83676839617513,7.916509910976021,7.9362692591911586,7.92784634962581
2020-12-02-10,12.015478956954382,13.135519476140553,12.60826360224679,12.981804956283469,12.77739712961076,12.726746406017035,12.748337526311305
2020-12-02-11,25.208258759188606,24.801096412469285,23.406297510696767,22.27079737581855,22.89216128171217,23.04613058886072,22.980497373846163
2020-12-02-12,31.83970209583434,28.289859022996236,31.401933078079768,31.126074327442446,31.277028665100293,31.31443401574876,31.298489062385833
2020-12-02-13,18.102877486903854,19.46006013181242,20.78017956619155,22.467272934423143,21.544068354615636,21.315305196406605,21.41282113531809
2020-12-02-14,15.007173411802096,14.894693325177204,15.597515263226542,15.969517298496587,15.765951811768957,15.715509813684548,15.737011959581999
2020-12-02-15,13.735354688477083,15.936615888609843,13.069286227145778,12.64956531011006,12.879243335135161,12.936155824008335,12.91189547180955
2020-12-02-16,12.065374046192796,11.330333400277475,11.202253546179122,10.658360915301543,10.955987695896418,11.02973737585432,10.998299755645627
2020-12-02-17,5.744163299142512,8.6419073871872,6.25714966352341,6.5804063852940455,6.403515116789429,6.359682789559041,6.378367400219299
2020-12-02-18,13.080853003147176,13.46585287641803,12.810517148425916,12.640165871585014,12.73338482550718,12.756483781871355,12.746637281956932
2020-12-02-19,18.51393530274087,11.4095169371763,16.31216376308335,14.924724448089973,15.683953518588604,15.87208477765102,15.791889187986584
2020-12-02-20,8.120744347208026,6.784352241676967,7.273909139647442,6.7402786338807585,7.032289814841769,7.104647991404239,7.073803533840993
2020-12-02-21,12.688794180964521,14.034619496223796,13.185495600783712,13.498490416666094,13.327214627833193,13.284773774272516,13.302865234958649
2020-12-02-22,2.460705631776599,2.997986236529022,2.0079745015807484,1.7226874234977902,1.878801093319254,1.9174848877122657,1.9009949661688386
2020-12-02-23,8.215944173959397,9.500472372641829,8.279456814526442,8.319479102458944,8.297578263886868,8.292151400644682,8.294464734961926
2020-12-03-00,16.38545147705565,12.51828556162147,14.734122822312514,13.69354333606748,14.262965138941452,14.404063583238266,14.343916890989938
2020-12-03-01,18.413136627563265,15.245027727774385,16.76995061904667,15.734502195357088,16.301116198414128,16.441518891013224,16.38166878008762
2020-12-03-02,12.767382917411325,11.808206721069542,14.169546597622213,15.053115569670513,14.569612441194684,14.449803998847985,14.50087530262097
2020-12-03-03,19.19927126533012,19.886321239781044,20.7284602266751,21.692073774588398,21.164768968968417,21.03410680013735,21.089804772544824
2020-12-03-04,18.552509058477405,18.598538116707612,20.77382294907863,22.173576814205088,21.407609024145817,21.217807961008887,21.298715345847857
2020-12-03-05,6.271314474974627,5.108830760897005,6.35111240799476,6.401396821038158,6.373880382832217,6.367062016194602,6.369968513157292
2020-12-03-06,14.759643438934134,14.778497360619525,15.865414796498818,16.56221309152878,16.1809138763893,16.08643079583947,16.126706539465317
2020-12-03-07,10.923613711928866,9.480707556643038,10.31291524493806,9.928085553279393,10.138670539549352,10.190851916878056,10.168608317673794
2020-12-03-08,7.720884228223474,9.575690519050525,8.815255881070996,9.504870688523328,9.127502393127557,9.033993364954526,9.073853894728563
2020-12-03-09,12.48285375218269,10.872411304839693,12.036636738968076,11.755454510929477,11.909321940897392,11.947449133932233,11.931196477446985
2020-12-03-10,21.0785887364468,23.08012828218247,21.984050996838505,22.55462515300442,22.24239781336149,22.16503022457547,22.198010067662324
2020-12-03-11,18.405335330761368,13.699375960172537,17.936318908112433,17.640769704918576,17.802498974373904,17.84257427216235,17.825491187973473
2020-12-03-12,13.583590609035586,13.365015032953105,14.049349973193905,14.342846751365581,14.182240601837023,14.14244360472767,14.159408056387454
2020-12-03-13,8.950166729086293,8.937684906797163,8.935509965878513,8.926274053278705,8.931328092949185,8.932580446005074,8.932046599624172
2020-12-03-14,9.33782065451761,6.93963653381631,7.96659902996759,7.102528095629998,7.575361584801481,7.692526170696862,7.642581875950223
2020-12-03-15,13.521115307664495,19.01775105252781,14.557018943740015,15.20979031685865,14.85258334030462,14.764070135454798,14.801801072309186
2020-12-03-16,21.68671536923827,18.738781319266455,18.947529178628844,17.22143973497584,18.165983593392035,18.400034464503708,18.30026450753952
2020-12-03-17,8.241426876091344,10.512306407660368,8.018318369484039,7.877727255464738,7.954660970448696,7.973724566966117,7.9655982387234925
2020-12-03-18,12.65890658208124,13.131554085650428,12.852701562272989,12.974820851092673,12.90799521544967,12.891436325044031,12.898494960524848
2020-12-03-19,14.674447357360329,13.476742166152913,13.990465074330626,13.559455819672921,13.795311004295277,13.853754146903423,13.82884131579465
2020-12-03-20,5.186118393400822,4.037515868526601,3.476162685826567,2.3986395491823007,2.9882775107381896,3.134385367258557,3.072103289486621
2020-12-03-21,8.918014863502634,9.033674750940138,9.77624977578038,10.317063769124692,10.021121668419974,9.947789439480706,9.979049110895764
2020-12-03-22,8.582357754677043,10.824353987704306,9.04775451662059,9.341022802162842,9.180541687469884,9.140775673053318,9.157726917576074
2020-12-03-23,11.261372548121768,11.133505712669574,10.750014365094803,10.427783636612613,10.60411346511599,10.64780667173256,10.629181364665524
2020-12-04-00,15.724342446598742,15.132436694482253,13.584455018262961,12.236011778690994,12.973901570580933,13.156745116740709,13.07880354512897
2020-12-04-01,12.60026351766486,12.363946014765784,11.60034656104525,10.970252079236127,11.315049896755474,11.400488205235003,11.364068018804558
2020-12-04-02,18.848421375532624,17.28570722315062,15.568563475480673,13.501771478145862,14.632753244406393,14.913002028246414,14.793539071453385
2020-12-04-03,20.27099303067216,18.823757600770882,16.472041433678022,14.078144198433346,15.388123203023344,15.71272615759276,15.574356141476109
2020-12-04-04,20.633609334923413,12.979166165813888,16.702339736747938,14.225062734977215,15.580668486592371,15.916577406249672,15.773387943638765
2020-12-04-05,13.939154487207952,12.363946014765784,12.450678756995696,11.512720521859642,12.025986328394957,12.15316973873745,12.098954672943592
2020-12-04-06,12.392058822182655,13.276893833338546,11.625021547642202,11.141675454918918,11.406170197673987,11.471710007598839,11.443772046998284
2020-12-04-07,7.3355563878172365,8.09196231720102,7.140132878380179,7.016987377049406,7.084374572655793,7.101072613400978,7.093954661655614
2020-12-04-08,10.833009087779313,11.793069252184747,11.960358457844341,12.67075406864624,12.282014183991892,12.18568736144311,12.226749045574179
2020-12-04-09,13.986409548921385,15.406779080629619,14.570644415675922,14.938798154029381,14.73733851716445,14.687418332853328,14.708698042758739
2020-12-04-10,19.750771827106753,23.810707556643038,21.148049919581716,22.028540254096747,21.546721805511076,21.427330814183005,21.47822416916236
2020-12-04-11,22.086815189614562,19.28293084339492,22.406464945545338,22.60789121998768,22.49766752842421,22.470354925840745,22.481997596390908
2020-12-04-12,20.081923318172656,19.065335738409303,20.694250314408773,21.08010621857853,20.868959672345184,20.81663914467694,20.838942060145744
2020-12-04-13,28.347196514695376,23.62667501810256,27.861080534970696,27.5547561004104,27.722381749481283,27.763918125834937,27.74621222086834
2020-12-04-14,24.525009362943912,22.652736019574704,22.326494881777016,20.941107991805815,21.69921394237767,21.887066900761006,21.806989943625656
2020-12-04-15,18.343419502943842,15.924719717139471,15.503264499125269,13.7135498797847,14.69291045593086,14.935588648094214,14.832141082728254
2020-12-04-16,15.839170099746102,17.127526558708475,15.033048123318238,14.525072930328799,14.803045112205146,14.871924530279035,14.842562979329408
2020-12-04-17,19.99011989147185,17.619123405086395,17.92840186691089,16.629216827871232,17.340151741518618,17.516316071380317,17.441221680466725
2020-12-04-18,14.771849632487367,16.753698135943292,15.292978990986189,15.621366994534917,15.441667806251218,15.397139697597396,15.416120902251695
2020-12-04-19,6.42748345116746,7.264052916584517,5.964981145499758,5.67353679235026,5.8330198219520435,5.872538518382315,5.85569269925162
2020-12-04-20,7.095733771545021,8.407291082210477,6.829774589170526,6.6621812584531765,6.753891019973743,6.776616009800394,6.7669289223469375
2020-12-04-21,8.248157857867763,7.229371283908889,5.968216914435423,4.531519398909735,5.3177033476509195,5.512513823011409,5.429471052648828
2020-12-04-22,19.16611090304569,17.36205652419847,19.214966780404957,19.24575315573765,19.228906356836053,19.22473184664976,19.2265113345861
2020-12-04-23,27.34210191461953,31.641971002743478,29.501531693899018,30.862289483604066,30.117660972153484,29.933147621919197,30.011800988705467
2020-12-05-00,25.709871986345135,24.771511324922937,25.33042467218818,25.091317157104264,25.22216062857333,25.2545826576869,25.240761968047984
2020-12-05-01,32.74422630030446,31.00591701750927,31.78665110406288,31.18323814754209,31.513435406013386,31.5952558056648,31.56037784211251
2020-12-05-02,18.519410514517684,19.128533440443963,17.789829412619333,17.330086207651114,17.581665071248292,17.644004423363654,17.617430736847627
2020-12-05-03,16.329957539391007,22.336250417786744,17.6034674092225,18.405965592894706,17.966825701526414,17.858010136003628,17.904395454877584
2020-12-05-04,15.246963906192867,15.981179929284867,15.02548392883087,14.885919027322661,14.962291182343233,14.98121562852111,14.97314861654303
2020-12-05-05,15.501729109187634,11.356077370237369,13.88459956859598,12.865570545083834,13.423199588726686,13.561375875893093,13.502474825200206
2020-12-05-06,11.489522915634401,13.993958709587066,10.457035374108614,9.806416642077695,10.162445658864772,10.250666974135168,10.213060462413827
2020-12-05-07,10.850893221743299,13.023955139053427,10.512922511802804,10.299951346610705,10.41649258776227,10.445370631665599,10.433060653139304
2020-12-05-08,14.484804076383163,15.70047922121232,13.745044666701638,13.278887633539105,13.533976246907448,13.597185288644953,13.570240875475521
2020-12-05-09,7.123512862258787,8.556304871015817,6.277491919320859,5.744374519809719,6.036104920789038,6.108393522181734,6.077578722750761
2020-12-05-10,13.407414142487621,17.60936526999066,16.174285330267296,17.917820386608827,16.963730008815062,16.727313581931156,16.8280919153926
2020-12-05-11,15.16938366644684,15.290865904731728,16.395666188164377,17.16840420901498,16.745549556584898,16.640769350908865,16.685434498111025
2020-12-05-12,20.905870488274104,23.856883143156672,20.878185491103856,20.86073987841533,20.870286397792903,20.87265195356514,20.87164357706788
2020-12-05-13,31.034354313959327,29.926795617062275,30.456226431874697,30.091920990437824,30.29127477744005,30.340673147977895,30.319615874064525
2020-12-05-14,13.9201042789337,15.812868311036,11.176032500588349,9.446864419402074,10.39309295770843,10.627561279838732,10.52761337408091
2020-12-05-15,13.110802420355167,14.962297722117903,11.672811096747484,10.766665449455212,11.262522897125544,11.385392646942197,11.333016385349225
2020-12-05-16,5.902535906548253,11.357966860804684,6.16798617353359,6.335258812841223,6.2437245388092135,6.221043033463673,6.230711584584458
2020-12-05-17,18.462908080152268,17.09794147116212,18.304940743357314,18.205398129781607,18.2598694462301,18.273367029165794,18.267613351504956
2020-12-05-18,9.265777444873105,12.408447918988976,9.343946848647928,9.393205049180237,9.366250170937683,9.359570954639612,9.362418135337755
2020-12-05-19,13.596867117614298,16.70818934998461,14.360647333664131,14.841941001365239,14.57856937853694,14.513307869291179,14.541127197362641
2020-12-05-20,5.276179173942573,8.213509721948391,3.7887891298937575,2.851515036431698,3.3644064696581246,3.491497113107595,3.437321591490098
2020-12-05-21,6.840390177622558,8.631460880972682,5.813059645373581,5.1656905862944456,5.519941329864134,5.6077220023926415,5.570303325509025
2020-12-05-22,15.269528448063884,14.084679366868986,13.878220991687524,13.001493034471645,13.48125264978884,13.600133477702405,13.549457592462293
2020-12-05-23,18.93796053553306,23.114685641954445,19.507945771391142,19.867120150272566,19.670574163087267,19.62187154424715,19.642632236837795
2020-12-06-00,17.89032971299502,22.30559631205307,18.740421979046218,19.276104909835084,18.982970608947298,18.910334131705746,18.94129722179808
2020-12-06-01,27.386017543730745,23.268521747942383,25.440739360209367,24.21492851571263,24.885711891977873,25.051926972562235,24.98107369456359
2020-12-06-02,22.70332645954284,19.45194294147668,19.96902585666934,18.246015050549605,19.188874229075637,19.422507649168686,19.322915640998133
2020-12-06-03,10.682186835837518,14.492543596300987,10.29459687545402,10.050358297814654,10.184009569100656,10.21712734991194,10.2030100789503
2020-12-06-04,12.936890220507578,14.68238123893348,12.624212605408287,12.427179803279051,12.534999316249268,12.561716181441566,12.550327458648983
2020-12-06-05,15.53155488974621,14.975647758323031,15.687893697295856,15.786410098360477,15.732500341875365,15.719141909279221,15.72483627067551
2020-12-06-06,12.139496067563556,16.297257299522233,13.062872149653654,13.644734643441558,13.326330144201377,13.24743190168038,13.281064223677225
2020-12-06-07,10.116277632131983,15.168674417447722,10.15047674628347,10.172027209016356,10.160234449785237,10.15731229265483,10.158557934210268
2020-12-06-08,15.248157857867763,14.032500835573494,12.968216914435423,11.531519398909735,12.31770334765092,12.51251382301141,12.429471052648829
2020-12-06-09,6.475052455380793,11.512263646932876,7.203005028033833,7.661722020490964,7.410704716857171,7.348504515081358,7.37501888533284
2020-12-06-10,15.744164481979752,16.313300594574574,16.257151194252028,16.58040813524531,16.403516746778543,16.359684389822434,16.378369013154014
2020-12-06-11,20.05209753761408,13.756986035696588,18.890956185708898,18.159266665301885,18.5596589191965,18.658873111290813,18.61658061467044
2020-12-06-12,9.767948984086418,14.138489677396766,10.876163135519066,11.57450074931566,11.192359194231104,11.097667388171956,11.138032106194624
2020-12-06-13,16.298999625482242,19.25927306763262,16.38694020472892,16.442355680327765,16.41203144230489,16.40451732396956,16.407720402254974
2020-12-06-14,21.17429281154856,26.488079441206764,24.16671529980351,26.052380788930975,25.020514356208167,24.76482560729753,24.87381924339841
2020-12-06-15,14.352105659797097,17.34013897236435,15.632129646609826,16.438732680326392,15.997346549104554,15.887974382223597,15.934596966155729
2020-12-06-16,9.12735169233503,9.688339012530838,9.164807864977131,9.188410752732198,9.175494873574307,9.172294415764814,9.173658689849342
2020-12-06-17,13.210407143857875,16.320752322009938,13.27229125517961,13.311287330601022,13.289948051992333,13.284660339089694,13.28691435714239
2020-12-06-18,8.872710125989677,9.434129752497038,7.364692044833715,6.414419259564582,6.934423785660536,7.063277000077547,7.008350139109154
2020-12-06-19,13.231423130913779,14.236366005147943,13.88772041677323,14.301284058742414,14.074975393497628,14.018897806661716,14.04280226127323
2020-12-06-20,10.727553391675183,14.113313289395858,11.235654516211532,11.555832819671544,11.380626111094937,11.337211205157457,11.355717879695405
2020-12-06-21,18.13276508578714,21.279803567447466,21.11297360470227,22.990942499996564,21.96328776699915,21.70864264563509,21.81719140975189
2020-12-06-22,4.820612588375595,4.405241531411851,4.473735859124818,4.255152594262695,4.374764866464032,4.404403888786737,4.391769524438715
2020-12-06-23,16.078526918122094,20.292152735835327,18.454551087027657,19.951795140707638,19.13247915412665,18.929458808733113,19.01600123870383
2020-12-07-00,24.00169820002528,23.82593940019272,23.119849613690562,22.564155538935445,22.868240259109267,22.943590167971916,22.91147041072096
2020-12-07-01,24.565847385380827,26.806323244420447,25.614620219359708,26.275501076501524,25.913856460080574,25.824243641414753,25.862443315781544
2020-12-07-02,4.224753967462068,8.362111979747244,5.467321781632695,6.250321927594195,5.821851675530247,5.715679966458783,5.760938276306389
2020-12-07-03,12.529414259695251,9.384277410403854,10.920427365330141,9.90652940437344,10.461350648199362,10.598831183668052,10.540226714297887
2020-12-07-04,15.056378797716,18.363159617570815,17.42588884964033,18.91902805327596,18.101958306548507,17.899494562513148,17.985799727425686
2020-12-07-05,23.49493630908651,25.838465290073906,25.40520111383375,26.60894838934206,25.95023855228962,25.787015204005446,25.856593182316374
2020-12-07-06,21.199147628680706,26.082738691198948,25.669460407053407,28.486413749994846,26.944931650498734,26.56296396845264,26.72578711462784
2020-12-07-07,9.109670287004981,12.273915948859575,8.259578020953779,7.723895090164915,8.017029391052699,8.089665868294254,8.05870277820192
2020-12-07-08,5.688289932614136,5.41688214083697,5.008378972697707,4.5799352493177246,4.814386534031613,4.8724818007909025,4.84771726034349
2020-12-07-09,4.052035719289375,6.327310750431602,4.36145627589805,4.5564366530051075,4.4497402599616604,4.423301695448452,4.434571785711945
2020-12-07-10,11.81834832167522,14.117684906797162,12.647269707537408,13.169611875682103,12.883777854318343,12.812950331490855,12.843142310144104
2020-12-07-11,10.979992509644868,13.862056524198469,12.738804094578388,13.847113606555348,13.24062884609786,13.0903464793912,13.154408045099476
2020-12-07-12,18.79644747456796,7.926122135604269,13.73660710939347,10.548164837437533,12.292931643679577,12.72527174864032,12.540976114699934
2020-12-07-13,21.249228172893243,17.26619496223797,19.851950080418284,18.971459745903253,19.453278194488924,19.572669185816995,19.52177583083764
2020-12-07-14,18.387468470457197,24.249901783723733,21.44258933465653,23.367764005460955,22.31427751414777,22.05323147716472,22.164508789450572
2020-12-07-15,17.354308108172766,20.359581078267535,18.929095888386392,19.921443386610207,19.378414902015397,19.243856523677124,19.301215351491848
2020-12-07-16,16.369787065127145,21.830128282182475,18.53735949063318,19.903248342893672,19.15581203162616,18.970602929694152,19.04955287780315
2020-12-07-17,22.08739852994947,27.52315093202835,24.171915963944755,25.485467978139674,24.76667122500487,24.58855879038957,24.664483609006787
2020-12-07-18,14.533191271446782,14.026450524283224,15.278243401175565,15.747735624999141,15.490821941749786,15.427160661408774,15.454297852437973
2020-12-07-19,22.85823966573607,24.417460412977825,23.110661698758936,23.269724637977852,23.182682843652934,23.16111454102374,23.170308562028165
2020-12-07-20,7.423016736091418,13.637374043857815,7.8415487521357825,8.105285367485855,7.960964456895509,7.925202819632907,7.9404470996208945
